Company,NewsID,Year,male_sup_num,white_sup_num,total_sup_num,male_num,white_num,total_num,maleSupers,whiteSupers,male,white
Logan Daily News,1359,2008,1,6,6,1,14,14,16.7%,100.0%,7.1%,100.0%
Logan Daily News,1359,2009,1,2,2,3,8,8,50.0%,100.0%,37.5%,100.0%
Logan Daily News,1359,2010,1,2,2,1,5,5,50.0%,100.0%,20.0%,100.0%
Logan Daily News,1359,2011,1,2,2,1,5,5,50.0%,100.0%,20.0%,100.0%
Logan Daily News,1359,2012,NULL,1,1,1,4,4,#VALUE!,100.0%,25.0%,100.0%
Logan Daily News,1359,2013,1,2,2,2,4,4,50.0%,100.0%,50.0%,100.0%
Logan Daily News,1359,2014,NULL,1,1,1,4,4,#VALUE!,100.0%,25.0%,100.0%
The Madison Press,1360,2001,0,1,1,5,8,8,0.0%,100.0%,62.5%,100.0%
The Madison Press,1360,2002,0,1,1,6,9,9,0.0%,100.0%,66.7%,100.0%
The Madison Press,1360,2003,1,1,1,6,9,9,100.0%,100.0%,66.7%,100.0%
The Madison Press,1360,2004,1,1,1,6,8,8,100.0%,100.0%,75.0%,100.0%
The Madison Press,1360,2005,1,1,1,6,9,9,100.0%,100.0%,66.7%,100.0%
The Madison Press,1360,2006,1,1,1,4,7,8,100.0%,100.0%,50.0%,87.5%
The Madison Press,1360,2007,1,1,1,5,7,8,100.0%,100.0%,62.5%,87.5%
The Madison Press,1360,2008,0,1,1,3,6,6,0.0%,100.0%,50.0%,100.0%
The Madison Press,1360,2009,1,1,1,5,6,6,100.0%,100.0%,83.3%,100.0%
The Madison Press,1360,2010,1,1,1,5,6,6,100.0%,100.0%,83.3%,100.0%
The Madison Press,1360,2011,1,1,1,5,5,5,100.0%,100.0%,100.0%,100.0%
The Madison Press,1360,2012,2,2,2,5,6,6,100.0%,100.0%,83.3%,100.0%
The Madison Press,1360,2014,NULL,NULL,NULL,3,3,4,#VALUE!,#VALUE!,75.0%,75.0%
News Journal,1361,2001,4,5,5,25,35,37,80.0%,100.0%,67.6%,94.6%
News Journal,1361,2002,6,7,7,23,32,35,85.7%,100.0%,65.7%,91.4%
News Journal,1361,2003,4,6,6,22,31,35,66.7%,100.0%,62.9%,88.6%
News Journal,1361,2004,6,6,7,21,26,32,85.7%,85.7%,65.6%,81.3%
News Journal,1361,2005,6,6,7,22,26,30,85.7%,85.7%,73.3%,86.7%
News Journal,1361,2008,4,5,5,15,21,23,80.0%,100.0%,65.2%,91.3%
News Journal/Telegraph-Forum,1361,2009,4,6,6,16,23,25,66.7%,100.0%,64.0%,92.0%
News Journal/Telegraph-Forum,1361,2010,5,7,7,23,35,37,71.4%,100.0%,62.2%,94.6%
News Journal/Telegraph-Forum,1361,2011,3,5,5,15,22,24,60.0%,100.0%,62.5%,91.7%
News Journal/Telegraph-Forum,1361,2012,3,5,5,14,23,26,60.0%,100.0%,53.8%,88.5%
News Journal/Telegraph-Forum,1361,2013,3,7,7,16,27,28,42.9%,100.0%,57.1%,96.4%
News Journal/Telegraph-Forum,1361,2014,4,5,5,15,20,21,80.0%,100.0%,71.4%,95.2%
The Marietta Times,1362,2001,3,4,5,7,13,15,60.0%,80.0%,46.7%,86.7%
The Marietta Times,1362,2002,3,4,5,9,14,15,60.0%,80.0%,60.0%,93.3%
The Marietta Times,1362,2003,2,3,4,6,12,13,50.0%,75.0%,46.2%,92.3%
The Marietta Times,1362,2004,2,3,4,8,14,15,50.0%,75.0%,53.3%,93.3%
The Marietta Times,1362,2006,3,4,4,9,14,15,75.0%,100.0%,60.0%,93.3%
The Marietta Times,1362,2008,2,3,3,9,13,14,66.7%,100.0%,64.3%,92.9%
The Marietta Times,1362,2009,2,3,3,9,13,14,66.7%,100.0%,64.3%,92.9%
The Marietta Times,1362,2010,2,3,3,7,11,12,66.7%,100.0%,58.3%,91.7%
The Marietta Times,1362,2011,2,3,3,7,11,12,66.7%,100.0%,58.3%,91.7%
The Marietta Times,1362,2012,1,3,3,5,9,10,33.3%,100.0%,50.0%,90.0%
The Marietta Times,1362,2013,1,2,2,5,8,9,50.0%,100.0%,55.6%,88.9%
The Marietta Times,1362,2014,1,3,3,4,10,10,33.3%,100.0%,40.0%,100.0%
The Marion Star,1363,2001,5,6,6,13,17,17,83.3%,100.0%,76.5%,100.0%
The Marion Star,1363,2002,4,6,6,13,17,17,66.7%,100.0%,76.5%,100.0%
The Marion Star,1363,2003,3,5,5,10,15,15,60.0%,100.0%,66.7%,100.0%
The Marion Star,1363,2004,4,6,6,10,15,17,66.7%,100.0%,58.8%,88.2%
The Marion Star,1363,2005,4,6,6,10,13,15,66.7%,100.0%,66.7%,86.7%
The Marion Star,1363,2006,4,6,6,10,14,15,66.7%,100.0%,66.7%,93.3%
The Marion Star,1363,2007,4,6,6,10,14,15,66.7%,100.0%,66.7%,93.3%
The Marion Star,1363,2008,3,4,4,12,14,15,75.0%,100.0%,80.0%,93.3%
The Marion Star,1363,2009,4,4,4,12,13,14,100.0%,100.0%,85.7%,92.9%
The Marion Star,1363,2010,2,2,2,8,9,9,100.0%,100.0%,88.9%,100.0%
The Marion Star,1363,2011,2,2,2,9,10,10,100.0%,100.0%,90.0%,100.0%
The Marion Star,1363,2012,2,2,2,9,10,10,100.0%,100.0%,90.0%,100.0%
The Marion Star,1363,2013,2,2,2,9,10,10,100.0%,100.0%,90.0%,100.0%
The Marion Star,1363,2014,2,2,2,7,8,8,100.0%,100.0%,87.5%,100.0%
The Times-Leader,1364,2002,5,8,8,9,17,18,62.5%,100.0%,50.0%,94.4%
The Times-Leader,1364,2004,1,3,3,12,21,21,33.3%,100.0%,57.1%,100.0%
The Times-Leader,1364,2005,1,3,3,8,16,16,33.3%,100.0%,50.0%,100.0%
The Times-Leader,1364,2006,3,7,7,7,16,16,42.9%,100.0%,43.8%,100.0%
The Times-Leader,1364,2007,3,4,4,7,10,10,75.0%,100.0%,70.0%,100.0%
The Times-Leader,1364,2009,3,5,5,11,21,21,60.0%,100.0%,52.4%,100.0%
The Times-Leader,1364,2010,3,5,5,10,15,15,60.0%,100.0%,66.7%,100.0%
The Times-Leader,1364,2011,4,7,7,12,21,21,57.1%,100.0%,57.1%,100.0%
The Times-Leader,1364,2012,3,4,4,9,13,13,75.0%,100.0%,69.2%,100.0%
The Times-Leader,1364,2013,2,3,3,9,15,15,66.7%,100.0%,60.0%,100.0%
The Times-Leader,1364,2014,2,4,4,13,20,20,50.0%,100.0%,65.0%,100.0%
Marysville Journal-Tribune,1365,2004,1,1,1,5,7,7,100.0%,100.0%,71.4%,100.0%
Marysville Journal-Tribune,1365,2005,1,1,1,5,7,7,100.0%,100.0%,71.4%,100.0%
Marysville Journal-Tribune,1365,2006,2,2,2,5,7,7,100.0%,100.0%,71.4%,100.0%
Marysville Journal-Tribune,1365,2007,2,2,2,5,7,7,100.0%,100.0%,71.4%,100.0%
Marysville Journal-Tribune,1365,2008,3,4,4,7,8,8,75.0%,100.0%,87.5%,100.0%
Marysville Journal-Tribune,1365,2012,2,2,2,7,10,10,100.0%,100.0%,70.0%,100.0%
The Independent,1366,2001,3,4,4,12,16,16,75.0%,100.0%,75.0%,100.0%
The Independent,1366,2002,3,4,4,12,18,18,75.0%,100.0%,66.7%,100.0%
The Independent,1366,2003,2,3,3,7,11,11,66.7%,100.0%,63.6%,100.0%
The Independent,1366,2005,1,2,2,9,14,14,50.0%,100.0%,64.3%,100.0%
The Independent,1366,2008,2,2,2,12,13,14,100.0%,100.0%,85.7%,92.9%
The Independent,1366,2009,2,2,2,12,13,14,100.0%,100.0%,85.7%,92.9%
The Independent,1366,2013,1,1,1,6,8,8,100.0%,100.0%,75.0%,100.0%
The Independent,1366,2014,NULL,1,1,5,8,8,#VALUE!,100.0%,62.5%,100.0%
The Medina County Gazette,1367,2001,2,5,5,14,22,22,40.0%,100.0%,63.6%,100.0%
The Medina County Gazette,1367,2003,3,8,8,12,22,22,37.5%,100.0%,54.5%,100.0%
The Medina County Gazette,1367,2004,1,6,6,11,20,20,16.7%,100.0%,55.0%,100.0%
The Medina County Gazette,1367,2005,0,5,5,13,24,24,0.0%,100.0%,54.2%,100.0%
The Medina County Gazette,1367,2006,2,7,7,14,23,23,28.6%,100.0%,60.9%,100.0%
The Medina County Gazette,1367,2008,1,5,5,8,21,21,20.0%,100.0%,38.1%,100.0%
The Medina County Gazette,1367,2010,0,1,1,0,3,4,0.0%,100.0%,0.0%,75.0%
The Medina County Gazette,1367,2011,0,2,2,3,7,8,0.0%,100.0%,37.5%,87.5%
The Medina County Gazette,1367,2012,3,6,6,16,26,28,50.0%,100.0%,57.1%,92.9%
The Medina County Gazette,1367,2014,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
Middletown Journal,1368,2001,5,8,8,18,25,27,62.5%,100.0%,66.7%,92.6%
Middletown Journal,1368,2002,5,7,7,19,26,26,71.4%,100.0%,73.1%,100.0%
The Middletown Journal,1368,2004,7,7,8,19,23,25,87.5%,87.5%,76.0%,92.0%
The Middletown Journal,1368,2005,8,8,9,21,31,33,88.9%,88.9%,63.6%,93.9%
The Middletown Journal,1368,2006,7,8,10,21,29,33,70.0%,80.0%,63.6%,87.9%
Mount Vernon News,1369,2007,2,3,3,5,9,9,66.7%,100.0%,55.6%,100.0%
Mount Vernon News,1369,2008,2,4,4,10,15,15,50.0%,100.0%,66.7%,100.0%
Mount Vernon News,1369,2009,2,4,4,5,9,10,50.0%,100.0%,50.0%,90.0%
Mount Vernon News,1369,2010,2,4,4,5,8,9,50.0%,100.0%,55.6%,88.9%
Mount Vernon News,1369,2011,2,3,3,5,7,8,66.7%,100.0%,62.5%,87.5%
Mount Vernon News,1369,2012,2,3,3,5,7,7,66.7%,100.0%,71.4%,100.0%
Mount Vernon News,1369,2013,NULL,1,1,5,8,8,#VALUE!,100.0%,62.5%,100.0%
Mount Vernon News,1369,2014,2,3,3,5,9,9,66.7%,100.0%,55.6%,100.0%
Northwest-Signal,1370,2006,1,1,1,2,5,5,100.0%,100.0%,40.0%,100.0%
Northwest-Signal,1370,2007,1,2,2,1,6,6,50.0%,100.0%,16.7%,100.0%
Northwest Signal,1370,2009,2,2,2,4,8,8,100.0%,100.0%,50.0%,100.0%
Northwest Signal,1370,2010,2,2,2,2,6,6,100.0%,100.0%,33.3%,100.0%
Northwest Signal,1370,2011,2,2,2,2,6,6,100.0%,100.0%,33.3%,100.0%
Northwest Signal,1370,2012,2,2,2,2,6,6,100.0%,100.0%,33.3%,100.0%
Northwest Signal,1370,2013,2,2,2,4,6,6,100.0%,100.0%,66.7%,100.0%
Northwest Signal,1370,2014,2,2,2,4,6,6,100.0%,100.0%,66.7%,100.0%
The Times-Reporter,1373,2001,2,5,5,14,23,23,40.0%,100.0%,60.9%,100.0%
The Times-Reporter,1373,2002,2,5,5,14,23,23,40.0%,100.0%,60.9%,100.0%
The Times Reporter,1373,2003,2,4,4,15,23,23,50.0%,100.0%,65.2%,100.0%
The Times Reporter,1373,2004,2,4,4,14,22,22,50.0%,100.0%,63.6%,100.0%
The Times Reporter,1373,2005,2,5,5,13,24,24,40.0%,100.0%,54.2%,100.0%
The Times Reporter,1373,2006,5,10,10,16,24,24,50.0%,100.0%,66.7%,100.0%
The Times Reporter,1373,2007,3,5,5,14,20,20,60.0%,100.0%,70.0%,100.0%
The Times Reporter,1373,2008,2,3,3,19,24,24,66.7%,100.0%,79.2%,100.0%
The Times Reporter,1373,2009,2,4,4,13,17,17,50.0%,100.0%,76.5%,100.0%
The Times Reporter,1373,2010,2,4,4,11,16,16,50.0%,100.0%,68.8%,100.0%
The Times Reporter,1373,2011,1,2,2,14,22,22,50.0%,100.0%,63.6%,100.0%
The Times Reporter,1373,2012,4,4,4,11,12,12,100.0%,100.0%,91.7%,100.0%
The Times Reporter,1373,2013,NULL,1,1,9,11,11,#VALUE!,100.0%,81.8%,100.0%
The Times Reporter,1373,2014,1,2,2,8,10,10,50.0%,100.0%,80.0%,100.0%
Piqua Daily Call,1374,2002,1,1,1,4,5,6,100.0%,100.0%,66.7%,83.3%
Piqua Daily Call,1374,2004,2,2,2,6,5,7,100.0%,100.0%,85.7%,71.4%
Piqua Daily Call,1374,2005,1,2,2,5,6,6,50.0%,100.0%,83.3%,100.0%
Piqua Daily Call,1374,2007,1,2,2,5,9,9,50.0%,100.0%,55.6%,100.0%
Piqua Daily Call,1374,2008,2,3,3,5,10,10,66.7%,100.0%,50.0%,100.0%
Piqua Daily Call,1374,2009,2,3,3,3,7,7,66.7%,100.0%,42.9%,100.0%
Piqua Daily Call,1374,2010,2,3,3,5,8,8,66.7%,100.0%,62.5%,100.0%
Piqua Daily Call,1374,2011,1,2,2,4,7,7,50.0%,100.0%,57.1%,100.0%
Piqua Daily Call,1374,2012,NULL,1,1,3,5,5,#VALUE!,100.0%,60.0%,100.0%
Piqua Daily Call,1374,2013,NULL,2,2,3,7,9,#VALUE!,100.0%,33.3%,77.8%
Piqua Daily Call,1374,2014,NULL,1,1,5,7,8,#VALUE!,100.0%,62.5%,87.5%
The Daily Sentinel,1375,2006,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
The Daily Sentinel,1375,2007,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
The Daily Sentinel,1375,2008,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
The Daily Sentinel,1375,2009,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
The Daily Sentinel,1375,2010,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
The Daily Sentinel,1375,2011,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
News-Herald,1376,2001,2,2,3,3,5,6,66.7%,66.7%,50.0%,83.3%
News-Herald,1376,2002,1,1,2,2,3,4,50.0%,50.0%,50.0%,75.0%
News-Herald,1376,2003,1,1,2,2,4,5,50.0%,50.0%,40.0%,80.0%
The Portsmouth Daily Times,1377,2001,2,3,3,6,11,11,66.7%,100.0%,54.5%,100.0%
The Portsmouth Daily Times,1377,2002,2,4,4,6,12,12,50.0%,100.0%,50.0%,100.0%
The Portsmouth Daily Times,1377,2003,3,4,4,11,16,16,75.0%,100.0%,68.8%,100.0%
The Portsmouth Daily Times,1377,2004,2,3,4,9,14,16,50.0%,75.0%,56.3%,87.5%
The Portsmouth Daily Times,1377,2005,3,4,5,12,15,16,60.0%,80.0%,75.0%,93.8%
The Portsmouth Daily Times,1377,2006,3,4,4,10,12,13,75.0%,100.0%,76.9%,92.3%
The Portsmouth Daily Times,1377,2009,1,2,2,10,12,12,50.0%,100.0%,83.3%,100.0%
The Portsmouth Daily Times,1377,2010,0,1,1,6,9,9,0.0%,100.0%,66.7%,100.0%
The Portsmouth Daily Times,1377,2011,1,1,1,10,11,11,100.0%,100.0%,90.9%,100.0%
The Portsmouth Daily Times,1377,2012,2,2,2,5,5,5,100.0%,100.0%,100.0%,100.0%
The Portsmouth Daily Times,1377,2013,2,2,2,5,5,6,100.0%,100.0%,83.3%,83.3%
The Portsmouth Daily Times,1377,2014,6,6,7,12,12,14,85.7%,85.7%,85.7%,85.7%
The Evening Leader,1378,2001,2,2,2,5,8,8,100.0%,100.0%,62.5%,100.0%
The Evening Leader,1378,2002,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
The Evening Leader,1378,2003,0,1,1,2,6,6,0.0%,100.0%,33.3%,100.0%
The Evening Leader,1378,2004,0,1,1,3,6,6,0.0%,100.0%,50.0%,100.0%
The Evening Leader,1378,2005,1,1,1,5,6,6,100.0%,100.0%,83.3%,100.0%
The Evening Leader,1378,2006,2,2,2,2,4,4,100.0%,100.0%,50.0%,100.0%
The Evening Leader,1378,2007,2,2,2,2,4,4,100.0%,100.0%,50.0%,100.0%
The Evening Leader,1378,2010,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
The Evening Leader,1378,2012,2,3,3,2,5,5,66.7%,100.0%,40.0%,100.0%
The Evening Leader,1378,2013,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
The Evening Leader,1378,2014,1,1,1,3,3,3,100.0%,100.0%,100.0%,100.0%
Salem News,1379,2008,1,1,1,10,10,10,100.0%,100.0%,100.0%,100.0%
Salem News,1379,2011,1,1,1,7,8,8,100.0%,100.0%,87.5%,100.0%
Salem News,1379,2013,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
Salem News,1379,2014,1,1,1,5,6,6,100.0%,100.0%,83.3%,100.0%
Sandusky Register,1380,2001,5,7,7,16,25,27,71.4%,100.0%,59.3%,92.6%
Sandusky Register,1380,2003,5,7,7,13,25,27,71.4%,100.0%,48.1%,92.6%
Sandusky Register,1380,2010,3,5,5,13,19,19,60.0%,100.0%,68.4%,100.0%
Sandusky Register,1380,2012,5,8,8,10,19,19,62.5%,100.0%,52.6%,100.0%
Sandusky Register,1380,2013,5,7,7,10,21,21,71.4%,100.0%,47.6%,100.0%
Sandusky Register,1380,2014,4,5,5,10,19,19,80.0%,100.0%,52.6%,100.0%
The Sidney Daily News,1382,2005,2,3,3,6,10,10,66.7%,100.0%,60.0%,100.0%
The Sidney Daily News,1382,2006,2,3,3,7,11,11,66.7%,100.0%,63.6%,100.0%
The Sidney Daily News,1382,2007,2,3,3,6,10,10,66.7%,100.0%,60.0%,100.0%
The Sidney Daily News,1382,2009,1,2,2,8,11,11,50.0%,100.0%,72.7%,100.0%
The Sidney Daily News,1382,2010,1,2,2,9,11,11,50.0%,100.0%,81.8%,100.0%
The Sidney Daily News,1382,2011,1,2,2,7,11,11,50.0%,100.0%,63.6%,100.0%
The Sidney Daily News,1382,2012,1,2,2,5,10,10,50.0%,100.0%,50.0%,100.0%
The Sidney Daily News,1382,2013,1,1,1,5,8,8,100.0%,100.0%,62.5%,100.0%
The Sidney Daily News,1382,2014,NULL,1,1,5,9,9,#VALUE!,100.0%,55.6%,100.0%
Springfield News-Sun,1383,2001,7,8,9,29,31,34,77.8%,88.9%,85.3%,91.2%
Springfield News-Sun,1383,2002,7,8,9,29,31,35,77.8%,88.9%,82.9%,88.6%
Springfield News-Sun,1383,2003,8,8,9,29,30,34,88.9%,88.9%,85.3%,88.2%
Springfield News-Sun,1383,2004,8,8,9,28,31,34,88.9%,88.9%,82.4%,91.2%
Springfield News-Sun,1383,2005,7,7,8,27,32,35,87.5%,87.5%,77.1%,91.4%
Springfield News-Sun,1383,2006,6,7,8,23,29,33,75.0%,87.5%,69.7%,87.9%
Springfield News-Sun,1383,2007,8,9,9,23,30,33,88.9%,100.0%,69.7%,90.9%
Springfield News-Sun,1383,2008,5,4,5,15,21,23,100.0%,80.0%,65.2%,91.3%
Springfield News-Sun,1383,2009,6,4,6,14,18,21,100.0%,66.7%,66.7%,85.7%
Springfield News-Sun,1383,2010,5,4,5,12,18,20,100.0%,80.0%,60.0%,90.0%
Springfield News-Sun,1383,2011,5,4,5,12,16,18,100.0%,80.0%,66.7%,88.9%
Springfield News-Sun,1383,2012,3,3,4,11,13,16,75.0%,75.0%,68.8%,81.3%
Springfield News-Sun,1383,2013,1,2,2,7,10,12,50.0%,100.0%,58.3%,83.3%
Herald-Star/Weirton Daily Times,1385,2008,1,2,2,19,35,35,50.0%,100.0%,54.3%,100.0%
Herald-Star/Weirton Daily Times,1385,2009,1,2,2,17,32,32,50.0%,100.0%,53.1%,100.0%
Herald-Star/Weirton Daily Times,1385,2010,4,5,5,13,24,24,80.0%,100.0%,54.2%,100.0%
Herald-Star/Weirton Daily Times,1385,2012,2,3,3,11,16,16,66.7%,100.0%,68.8%,100.0%
Herald-Star/Weirton Daily Times,1385,2013,3,4,4,12,17,17,75.0%,100.0%,70.6%,100.0%
Herald-Star/Weirton Daily Times,1385,2014,3,5,5,11,17,17,60.0%,100.0%,64.7%,100.0%
The Advertiser-Tribune,1386,2001,4,4,4,8,14,14,100.0%,100.0%,57.1%,100.0%
The Advertiser-Tribune,1386,2002,4,4,4,8,14,14,100.0%,100.0%,57.1%,100.0%
The Advertiser-Tribune,1386,2003,3,3,3,7,12,12,100.0%,100.0%,58.3%,100.0%
The Advertiser-Tribune,1386,2005,3,3,3,10,13,13,100.0%,100.0%,76.9%,100.0%
The Advertiser-Tribune,1386,2006,2,2,2,11,15,15,100.0%,100.0%,73.3%,100.0%
The Advertiser-Tribune,1386,2007,2,2,2,8,13,13,100.0%,100.0%,61.5%,100.0%
The Advertiser-Tribune,1386,2008,2,2,2,9,15,15,100.0%,100.0%,60.0%,100.0%
The Advertiser-Tribune,1386,2009,2,2,2,8,14,14,100.0%,100.0%,57.1%,100.0%
The Advertiser-Tribune,1386,2010,2,3,4,6,11,12,50.0%,75.0%,50.0%,91.7%
The Advertiser-Tribune,1386,2011,2,3,4,5,10,11,50.0%,75.0%,45.5%,90.9%
The Advertiser-Tribune,1386,2012,2,3,4,5,9,10,50.0%,75.0%,50.0%,90.0%
The Advertiser-Tribune,1386,2013,2,3,3,6,13,13,66.7%,100.0%,46.2%,100.0%
The Daily Chief-Union,1388,2007,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
Urbana Daily Citizen,1389,2001,2,3,3,2,10,10,66.7%,100.0%,20.0%,100.0%
Urbana Daily Citizen,1389,2002,1,3,3,2,7,7,33.3%,100.0%,28.6%,100.0%
Urbana Daily Citizen,1389,2003,1,3,3,3,7,7,33.3%,100.0%,42.9%,100.0%
Urbana Daily Citizen,1389,2004,0,1,1,3,7,7,0.0%,100.0%,42.9%,100.0%
Urbana Daily Citizen,1389,2005,1,3,3,3,9,9,33.3%,100.0%,33.3%,100.0%
Urbana Daily Citizen,1389,2007,1,3,3,5,14,14,33.3%,100.0%,35.7%,100.0%
Urbana Daily Citizen,1389,2009,1,3,3,1,6,6,33.3%,100.0%,16.7%,100.0%
Urbana Daily Citizen,1389,2010,1,4,4,1,7,7,25.0%,100.0%,14.3%,100.0%
Urbana Daily Citizen,1389,2011,0,1,1,4,9,9,0.0%,100.0%,44.4%,100.0%
Urbana Daily Citizen,1389,2012,5,8,9,10,17,19,55.6%,88.9%,52.6%,89.5%
Urbana Daily Citizen,1389,2013,NULL,1,1,5,7,8,#VALUE!,100.0%,62.5%,87.5%
Times-Bulletin,1390,2001,1,1,1,4,8,8,100.0%,100.0%,50.0%,100.0%
Times-Bulletin,1390,2002,0,1,1,3,8,8,0.0%,100.0%,37.5%,100.0%
Times-Bulletin,1390,2005,0,1,1,1,5,5,0.0%,100.0%,20.0%,100.0%
Times-Bulletin,1390,2006,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Times Bulletin,1390,2009,2,2,2,3,5,5,100.0%,100.0%,60.0%,100.0%
Times Bulletin,1390,2012,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
Times Bulletin,1390,2013,2,2,2,2,5,5,100.0%,100.0%,40.0%,100.0%
Wapakoneta Daily News,1391,2007,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
Wapakoneta Daily News,1391,2008,2,2,2,2,6,6,100.0%,100.0%,33.3%,100.0%
Wapakoneta Daily News,1391,2010,2,2,2,2,5,5,100.0%,100.0%,40.0%,100.0%
Wapakoneta Daily News,1391,2012,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
Wapakoneta Daily News,1391,2014,1,2,2,3,6,6,50.0%,100.0%,50.0%,100.0%
Tribune Chronicle,1392,2001,6,9,9,26,34,38,66.7%,100.0%,68.4%,89.5%
Record Herald,1393,2002,1,2,2,2,6,6,50.0%,100.0%,33.3%,100.0%
Record Herald,1393,2003,1,2,2,4,7,7,50.0%,100.0%,57.1%,100.0%
Record Herald,1393,2009,1,2,2,2,5,5,50.0%,100.0%,40.0%,100.0%
Record Herald,1393,2010,0,1,1,2,4,4,0.0%,100.0%,50.0%,100.0%
Record Herald,1393,2011,0,1,1,2,6,6,0.0%,100.0%,33.3%,100.0%
Record Herald,1393,2012,NULL,1,1,1,4,4,#VALUE!,100.0%,25.0%,100.0%
Record Herald,1393,2014,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
The News-Herald,1394,2001,11,14,14,41,55,55,78.6%,100.0%,74.5%,100.0%
The News-Herald,1394,2011,2,3,4,23,39,40,50.0%,75.0%,57.5%,97.5%
The News-Herald,1394,2012,3,5,5,21,30,31,60.0%,100.0%,67.7%,96.8%
The News-Herald,1394,2014,5,6,6,21,32,32,83.3%,100.0%,65.6%,100.0%
News Journal,1395,2006,1,2,2,5,14,14,50.0%,100.0%,35.7%,100.0%
News Journal,1395,2009,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
News Journal,1395,2010,1,2,2,4,6,6,50.0%,100.0%,66.7%,100.0%
News Journal,1395,2011,1,2,2,6,9,9,50.0%,100.0%,66.7%,100.0%
News Journal,1395,2012,1,2,2,3,6,6,50.0%,100.0%,50.0%,100.0%
Greene County Dailies,1396,2004,2,1,2,12,11,12,100.0%,50.0%,100.0%,91.7%
Greene County Dailies,1396,2005,3,2,3,15,23,24,100.0%,66.7%,62.5%,95.8%
Greene County Dailies,1396,2006,1,1,1,6,10,10,100.0%,100.0%,60.0%,100.0%
Greene County Dailies,1396,2013,2,2,3,22,34,39,66.7%,66.7%,56.4%,87.2%
Vindicator,1397,2012,10,11,12,27,37,40,83.3%,91.7%,67.5%,92.5%
Vindicator,1397,2014,10,11,12,28,38,40,83.3%,91.7%,70.0%,95.0%
Times Recorder,1398,2001,3,5,5,14,21,21,60.0%,100.0%,66.7%,100.0%
Times Recorder,1398,2002,2,3,4,16,21,22,50.0%,75.0%,72.7%,95.5%
Times Recorder,1398,2003,3,5,5,14,21,21,60.0%,100.0%,66.7%,100.0%
Times Recorder,1398,2004,3,5,5,13,18,21,60.0%,100.0%,61.9%,85.7%
Times Recorder,1398,2005,3,6,6,13,19,21,50.0%,100.0%,61.9%,90.5%
Times Recorder/Coshocton Tribune,1398,2007,2,5,5,10,17,20,40.0%,100.0%,50.0%,85.0%
Times Recorder/Coshocton Tribune,1398,2008,3,6,7,12,22,24,42.9%,85.7%,50.0%,91.7%
Times Recorder/Coshocton Tribune,1398,2009,3,6,7,13,22,24,42.9%,85.7%,54.2%,91.7%
Times Recorder/Coshocton Tribune,1398,2011,1,2,3,6,11,13,33.3%,66.7%,46.2%,84.6%
Times Recorder/Coshocton Tribune,1398,2012,1,2,3,9,13,15,33.3%,66.7%,60.0%,86.7%
Times Recorder/Coshocton Tribune,1398,2014,1,2,3,8,10,12,33.3%,66.7%,66.7%,83.3%
The Ada Evening News,1399,2001,1,3,3,6,8,9,33.3%,100.0%,66.7%,88.9%
The Ada Evening News,1399,2005,0,1,1,4,5,6,0.0%,100.0%,66.7%,83.3%
The Ada Evening News,1399,2006,0,1,1,5,7,8,0.0%,100.0%,62.5%,87.5%
The Ada Evening News,1399,2007,0,1,1,5,6,7,0.0%,100.0%,71.4%,85.7%
The Ada Evening News,1399,2008,0,1,1,4,5,6,0.0%,100.0%,66.7%,83.3%
The Ada Evening News,1399,2009,4,5,6,4,5,6,66.7%,83.3%,66.7%,83.3%
The Ada Evening News,1399,2010,1,3,3,4,5,6,33.3%,100.0%,66.7%,83.3%
The Ada Evening News,1399,2011,0,1,1,4,5,6,0.0%,100.0%,66.7%,83.3%
The Ada Evening News,1399,2012,4,5,5,5,6,6,80.0%,100.0%,83.3%,100.0%
The Ada Evening News,1399,2013,2,2,3,5,7,9,66.7%,66.7%,55.6%,77.8%
The Altus Times,1400,2005,2,2,2,4,4,6,100.0%,100.0%,66.7%,66.7%
The Altus Times,1400,2006,2,2,2,3,4,6,100.0%,100.0%,50.0%,66.7%
The Altus Times,1400,2007,2,2,2,3,3,5,100.0%,100.0%,60.0%,60.0%
The Altus Times,1400,2008,2,2,3,6,4,8,66.7%,66.7%,75.0%,50.0%
The Altus Times,1400,2009,1,1,1,3,2,4,100.0%,100.0%,75.0%,50.0%
